type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
Movie,1492: conquest of paradise,PG_13,150 min,"Adventure, Drama",8,gerard depardieu,sigourney weaver,armand assante,loren dean,michael wincott,angela molina,fernando rey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,my pet dinosaur,13+,94 min,"Action, Adventure, Kids",8,jordan dulieu,annabel wolfe,sam winspear_schillings,tom rooney,harrison saunders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the horse dancer,7+,114 min,Drama,8,sophie bolen,jason london,richard karn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,everybody changes,18+,94 min,"Drama, LGBTQ",8,arantxa de juan,gaby gnazzo,jassiel,juan josã© de abreu,gretel roux,gina faarup cochez,leonte bordanea,cherry miko,sahajak boonthanakit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mrs pollifax spy,13+,109 min,Comedy,8,harold gould,darren mcgavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,ni chang,18+,1 Season,"Comedy, Drama, Romance",8,jiaqi li,wenjun bi,jialu sun,wenzuo song,qi zeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cornered,16+,86 min,"Comedy, Drama, Suspense",8,ben gardner gray,john henry westhead,karolina kula,aislinn de'ath,sarah leigh,mark keegan,donal cox,paul coster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,asin_tombstone_test_target,G,0 min,Comedy,8,test actor 1,test actor 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,borat supplemental reporting,TV_MA,1 Season,"Comedy, Documentary",8,sacha baron cohen,maria bakalova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the game,16+,80 min,"Comedy, Unscripted",8,lipy adler,leo paes leme,ronan horta,emicio orciollo neto,charles paraventi,sofia starling,lazuli barbosa,diogo sales,junior vieira,luiz antonio pilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,number one of the secret service,R,87 min,Adventure,8,nicky henson,richard todd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,red wine night,18+,94 min,Drama,8,serena vergano,enrique irazoqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,glitch!,16+,86 min,Comedy,8,will egan,steve donmyer,julia nickson,ji_tu cumbuka,ted lange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,enter the dangerous mind,18+,89 min,"Horror, Suspense",8,jake hoffman,nikki reed,scott bakula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,fukrey,NR,136 min,"Comedy, Drama, International",8,richa chadha,ashraf ul haq,ali fazal,varun sharma,pulkit samrat,pankaj tripathi,manjot singh,priya anand,vishakha singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kittie: live at the london music hall,18+,81 min,"Documentary, SpecialInterest",8,morgan lander,mercedes lander,tara mcleod,ivy vujic,jeff phillips,fallon bowman,jennifer arroyo,tanya candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,chiriakhana,13+,127 min,Drama,8,uttam kumar,kanika mozumdar,shubhendu chattopadhyay,chinmoy roy,nripati chatterjee,shekhar chatterjee,bankim ghosh,jahar ganguly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,the great waves,18+,1 Season,"Action, Drama",8,bao jianfeng,hai qing,sun lishi,li qiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,qing luo,18+,1 Season,"Drama, Romance",8,xueyi liu,ziwei wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,derpy bacon & meggz,13+,54 min,"Animation, Comedy",8,vincent carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,crypto legacy (2021),16+,72 min,"Action, Comedy, Horror",8,brian kunz,sheri dixon,linzi grey,nathaniel barton,brandon young,thalia reynolds,allison joyce,todd danner,carmen collins,timothy takeuchi,james moore,rosanne hinshaw,marcus evans,drake townsend,annemarie milewski,matthew feldhaus,kayla danner,christina townsend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,craig ferguson: i'm here to help,18+,81 min,"Arts, Entertainment_Culture, Comedy, SpecialInterest",8,craig ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,killer assistant,UNRATED,90 min,Suspense,8,arianne zucker,brandon eaton,george stults,natalie lander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,the romance of tiger and rose,13+,1 Season,"Comedy, Drama, Sci_Fi",8,rosy zhao,ryan ding,zhou zi xin,sheng ying hao,jin yan qing,zhao xin,patrick quan,smile wei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,quarantine girl,18+,62 min,Comedy,8,nicole d'angelo,lisa london,shane ryan,chris spinelli,craijece lewis,david marc,mark erwin galang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jeevan ek sanghursh,13+,158 min,"Action, Comedy, Drama",8,anil kapoor,madhuri dixit,anupam kher,rakhee gulzar,paresh rawal,pankaj dheer,moon moon sen,kanwaljit singh,abhinav chaturvedi,shehnaz kudia,c.s. dubey,mangal dhillon,jaya mathur,master antriksh,rahul singh,yunus parvez,ghanshyam rohera,vikas anand,rana jung bahadur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the last days of lehman brothers,16+,52 min,Drama,8,james cromwell,corey johnson,ben daniels,michael landes,henry goodman,michael brandon,peter polycarpou,william hope,david annen,alex jennings,james bolam,richard durden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the road to cabazon,16+,98 min,"Comedy, Drama",8,chris korkalo,mark huber,lila korkalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,10 cent pistol,18+,91 min,"Action, Suspense",8,jena malone,jt alexander,damon alexander,joe mantegna,thomas ian nicholas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,under the smoky roof,13+,111 min,Drama,8,farhad aslani,merila zare'i,behnoosh tabatabaei,sahar khazaeli,laleh marzban,azita hajian,hesam navab safavi,shahram haghighat doost,nafiseh roshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a state of mind,18+,89 min,"Drama, SpecialInterest",8,elise neal,imani khiry,jason floyd,cameron woods,chanel woods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,nerdland,18+,83 min,"Animation, Comedy",8,paul rudd,patton oswalt,hannibal buress,kate micucci,riki lindhome,john ennis,mike judge,reid scott,laraine newman,paul scheer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,star,13+,167 min,Romance,8,prashanth,jyothika,raghuvaran,manivannan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,solomon,13+,91 min,Drama,8,chris newman,grover mccants,sashani nichole,erika hoveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,shock and awe,R,91 min,"Action, Drama",8,woody harrelson,rob reiner,james marsden,jessica biel,milla jovovich,tommy lee jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,seven,18+,43 min,"Horror, Suspense",8,glennellen anderson,taylor_grace,xavier price,mitchell slan,alex o'neill,nicholas s. miller,adrian mauro,johnson marquarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,blondie,ALL,72 min,Comedy,8,penny singleton,arthur lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the rainbow (1989),R,111 min,"Action, Adventure, Drama",8,sammi davis,amanda donohoe,david hemmings,glenda jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,inji murappa,13+,123 min,Romance,8,sri balaji,sony charishta,chitti babu,rishika,nellai siva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,faith,16+,86 min,Drama,8,brian geraghty,nora_jane noone,iddo goldberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kutti pisasu,13+,126 min,"Drama, Sci_Fi",8,keerthika,ramji,sangeetha,ramya krishnan,kaveri,livingston,manobala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,naalayak,13+,125 min,Drama,8,jeetendra,leena chandavarkar,nirupa roy,dara singh,satyendra kapoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,not forgotten,R,97 min,"Action, Adventure, Suspense",8,simon baker,paz vega,chloe moretz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,karma cartel,13+,101 min,"Drama, Suspense",8,vinay forrt,sabumon abdusamad,jinu joseph,tony luke,shani shaki,franko manjilla,ahamed shaheen,rohini idiccula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,beyond the barrier _ the classic sci_fi shocker!,18+,74 min,"Drama, Horror, Sci_Fi",8,robert clarke,darlene tompkins,arianne ulmer,vladimir sokoloff,john van dreelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bad boy blues,18+,62 min,"Action, Drama, Suspense",8,clive owen,maynard eziashi,christopher fulford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,silukkuvarupatti singam,13+,127 min,"Action, Comedy",8,vishnu vishal,regina cassandra,p. ravi shankar,anandaraj,yogi babu,karunakaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,eternal beauty,18+,94 min,"Comedy, Romance",8,sally hawkins,david thewlis,billie piper,penelope wilton,morfydd clark,robert pugh,alice lowe,robert aramayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,soorakottai singakutti,13+,136 min,"Action, Drama",8,prabhu,silk smitha,gemini ganesan,v. k. ramasamy,s. s. chandran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,seetharamudu,16+,144 min,"Action, Romance",8,sivaji,ankitha,rahul dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the three stooges,13+,88 min,"Comedy, Drama",8,paul ben_victor,evan handler,john kassir,michael chiklis,rachael black,anna lise phillips,murray bartlett,joel edgerton,marton csokas,christopher james baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sheborg,18+,87 min,"Horror, Sci_Fi",8,whitney duff,daisy masterman,emma_louise wilson,jasy holt,tommy hellfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the lost,18+,81 min,"Action, Suspense",8,kris johnson,farah ahmed,david partridge,terri dwyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,from the files of joseph wambaugh: a jury of one,16+,93 min,Drama,8,john spencer,eddie velez,rachel ticotin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,detective mj: shadow of a hero,18+,71 min,"Action, Comedy, Suspense",8,morris d. small,john thompson,rolfini whidbee,cory cunningham,tray chaney,vincent sistrunk,latonya blue,monica leigh,theron johnson,nikki smallwood,akiba robinson,william steagal,charles k. jackson,antjuan ward,dannielle ward,rick palmer jr.,prentiss watson,dwight r. smith,patrick trimmer,vet kett,calvin r. small,grayson trimmer,gilbert holloman,malissa duckett,comedy bud,go ezko,ma'khi richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cobby: the other side of cute,16+,86 min,Documentary,8,cobby,donna mcrae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,drive thru,R,92 min,"Comedy, Horror",8,leighton meester,larry joe campbell,lola glaudini,morgan spurlock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the joyriders,PG_13,101 min,"Drama, Suspense",8,martin landau,kris kristofferson,shawn hatosy,elisabeth moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,love field,PG_13,105 min,Drama,8,michelle pfeiffer,dennis haysbert,brian kerwin,stephanie mcfadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,eva,13+,110 min,Drama,8,peggy ovire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,carrington,R,123 min,"Drama, Romance",8,emma thompson,jonathan pryce,steven waddington,samuel west,rufus sewell,penelope wilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,capricorn one,16+,123 min,"Action, Suspense",8,james brolin,elliot gould,hal holbrook,sam waterson,o.j. simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the ice forest,13+,107 min,"Action, Drama, Suspense",8,emir kusturica,kseniya rappoport,domenico diele,adriano giannini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,perfect romance,13+,90 min,Comedy,8,kathleen quinlan,lori heuring,henry ian cusick,michael trucco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,exit humanity,18+,114 min,Horror,8,brian cox,mark gibson,dee wallace,bill moseley,stephen mchattie,jordan hayes,adam seybold,ari millen,jason david brown,sarah stunt,christian martyn,john geddes,jesse thomas cook,matt griffin,tony burgess,tim fretwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,some freaks,16+,97 min,"Comedy, Drama, YoungAdultAudience",8,lily mae harrington,thomas mann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a monkey's tale,G,76 min,Animation,8,wendy wolfcarius,john hurt,rik mayall,michael york,michael gambon,sally ann marsh,matt hill,shirley anne field,diana quick,french tickner,william vanderpuye,paul dobson,michael dobson,peter elliott,janyse jaud,alix bates,chris connor,anthony jackson,alexander john,chantal keast,miles laddie,chris lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the sitter,R,81 min,Comedy,8,jonah hill,max records,ari graynor,j.b. smoove,sam rockwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a place at the table,PG,84 min,"Documentary, SpecialInterest",8,jeff bridges,tom colicchio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,whitechapel,TV_14,4 Seasons,"Drama, Suspense",7.9,rupert penry_jones,phil davis,steve pemberton,claire rushbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,upload,16+,1 Season,Comedy,7.9,robbie amell,andy allo,allegra edwards,zainab johnson,kevin bigley,chloe coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tv in black: the first fifty years,13+,91 min,"Arts, Entertainment_Culture, Documentary, SpecialInterest",7.9,will smith,muhammad ali,desi arnaz,bernie mac,bill cosby,john amos,jonelle allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,the time of our lives,16+,2 Seasons,Drama,7.9,justine clarke,shane jacobson,william mcinnes,claudia karvan,michelle vergara moore,stephen curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the terror,13+,83 min,"Drama, Horror, Suspense",7.9,boris karloff,jack nicholson,sandra knight,dick miller,dorothy neumann,jonathan haze,rick dean,wayne grace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the little foxes,13+,116 min,"Drama, Romance",7.9,bette davis,herbert marshall,teresa wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,the indian doctor,13+,1 Season,"Comedy, Drama",7.9,sanjeev bhaskar,ayesha dharker,jacob oakley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,the fbi files,16+,7 Seasons,Documentary,7.9,james kallstrom,anthony d. call,john alcorn,charla bather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,silent witness,TV_MA,21 Seasons,"Drama, Suspense",7.9,emilia fox,richard lintern,david caves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,silent wings _ the american glider pilots of wwii,7+,115 min,"Documentary, SpecialInterest",7.9,hal holbrook,walter cronkite,andy rooney,michael j. samek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,peter allen: not the boy next door,18+,1 Season,TVShows,7.9,joe jackson,rebecca gibney,sara west,rob mills,ky baldwin,sigrid thornton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,pete correale: let me tell ya,18+,63 min,"Arts, Entertainment_Culture, Comedy, SpecialInterest",7.9,pete correale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,merlin,TV_14,5 Seasons,"Drama, Fantasy, Historical",7.9,colin morgan,bradley james,angel coulby,katie mcgrath,richard wilson,john hurt,rupert young,adetomiwa edun,eoin macken,tom hopper,santiago cabrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,make us dream,16+,104 min,Documentary,7.9,steven gerrard,michael owen,steve bruce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,kristal clear,13+,1 Season,TVShows,7.9,melanie leishman,samantha wan,emmanuel kabongo,alexandre cã´tã©,becky wright,kelsey macdermaid,andrea drepaul,jazmin tonner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,joanna lumley: jewel in the nile,16+,1 Season,Documentary,7.9,joanna lumley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,jingle burgers _ a parry gripp christmas album,ALL,1 Season,"Comedy, Kids",7.9,parry gripp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,insectibles,TV_Y,1 Season,Kids,7.9,jeff simpson,diong chae lian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,in a lonely place,13+,93 min,"Drama, Suspense",7.9,humphrey bogart,gloria grahame,frank lovejoy,carl benton reid,art smith,jeff donnell,martha stewart,john mitchum,james arness,billy gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,humans,TV_14,3 Seasons,"Drama, Sci_Fi, Suspense",7.9,gemma chan,colin morgan,tom goodman_hill,katherine parkinson,will tudor,emily berrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,hesburgh,13+,106 min,Documentary,7.9,ted koppel,ken woodward,tim roemer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,hero,16+,159 min,"Action, Drama, International",7.9,sivakarthikeyan,arjun sarja,abhay deol,kalyani priyadarshan,ivana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,heavenly sword and dragon slaying sabre,TV_14,1 Season,"Action, Adventure, Drama",7.9,zeng shunxi,chen yuqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,harold and maude,PG,92 min,"Comedy, Drama",7.9,ruth gordon,bud cort,tom skerritt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,grimm,TV_14,6 Seasons,TVShows,7.9,david giuntoli,bitsie tulloch,russell hornsby,silas weir mitchell,reggie lee,sasha roiz,bree turner,claire coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,grantchester,TV_14,5 Seasons,"Drama, Historical",7.9,al weaver,kacey ainsworth,robson green,tessa peake_jones,tom brittney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,grand blue dreaming,NR,1 Season,TVShows,7.9,yuma uchida,ryohei kimura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,goodachari,18+,142 min,"International, Suspense",7.9,adivi sesh,sobhita dhulipala,madhu shalini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,food safari _ fire,ALL,1 Season,"Documentary, SpecialInterest",7.9,maeve o'mara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,flying through time,7+,1 Season,"Documentary, SpecialInterest",7.9,narrator _ paul roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
