type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Movie,the last thing he wanted,R,116 min,"Dramas, Thrillers",7.5,anne hathaway,ben affleck,willem dafoe,toby jones,rosie perez,edi gathegi,mel rodriguez,onata aprile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,panipat - the great betrayal,TV-14,171 min,"Dramas, InternationalMovies, RomanticMovies",7.5,sanjay dutt,arjun kapoor,kriti sanon,zeenat aman,mohnish bahl,padmini kolhapure,kunal kapoor,suhasini mulay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,chronically metropolitan,TV-MA,86 min,"Comedies, Dramas, IndependentMovies",7.5,shiloh fernandez,ashley benson,josh peck,addison timlin,chris noth,mary-louise parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,miss americana,TV-MA,85 min,"Documentaries, Music_Musicals",7.5,taylor swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,ainori love wagon: african journey,TV-14,1 Season,"InternationalTvShows, RealityTV, RomanticTVShows",7.5,becky,ryo kato,karina maruyama,kohei takeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the goop lab with gwyneth paltrow,TV-MA,1 Season,RealityTV,7.5,gwyneth paltrow,elise loehnen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,made in china,TV-MA,128 min,"Comedies, Dramas, InternationalMovies",7.5,rajkummar rao,boman irani,mouni roy,sumeet vyas,paresh rawal,gajraj rao,manoj joshi,sanjay goradia,amyra dastur,chittaranjan tripathi,abhishek banerjee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,breaking the bank,TV-PG,105 min,"Comedies, InternationalMovies",7.5,kelsey grammer,tamsin greig,john michael higgins,mathew horne,pearce quigley,togo igawa,sonya cassidy,julie dray,danny morgan,andrew sachs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,game,TV-14,135 min,"InternationalMovies, Thrillers",7.5,abhishek bachchan,kangana ranaut,anupam kher,boman irani,jimmy shergill,shahana goswami,gauhar khan,sarah-jane dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,crazy people,TV-MA,107 min,"Comedies, InternationalMovies, Thrillers",7.5,ramsey nouah,chigul,sola sobowale,ireti doyle,ben touitou,francis onwochei,ememobong nkana,emem inwang,patrick onyeke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,shot caller,R,121 min,"Dramas, Thrillers",7.5,nikolaj coster-waldau,omari hardwick,lake bell,jon bernthal,emory cohen,jeffrey donovan,evan jones,benjamin bratt,holt mccallany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the club,TV-MA,1 Season,"CrimeTVShows, InternationalTvShows, Spanish_LanguageTVShows",7.5,alejandro speitzer,minnie west,jorge caballero,ana gonzã¡lez bello,axel arenas,arcelia ramã­rez,omar germenos,anna ciocchetti,aurora gil,martha julia,alejandro puente,estrella solã­s,martã­n saracho,sofã­a de llaca,marco tostado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jeff garlin: our man in chicago,TV-MA,59 min,StandUpComedy,7.5,jeff garlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,escape from mr. lemoncelloâ€™s library,TV-Y,69 min,Children_FamilyMovies,7.5,casey simpson,breanna yde,klarke pipkin,angel luis rivera jr.,russell roberts,ty consiglio,hayley scherpenisse,patti allan,katey hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the deep,TV-Y7,3 Seasons,KidsTV,7.5,vincent tong,ashleigh ball,kathleen barr,michael dobson,brian drummond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,arsenio hall: smart _ classy,TV-MA,63 min,StandUpComedy,7.5,arsenio hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,steal a pencil for me,TV-14,94 min,Documentaries,7.5,jack polak,ina soep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,sleepless society: nyctophobia,TV-MA,1 Season,"InternationalTvShows, TVMysteries, TV Thrillers",7.5,chermarn boonyasak,nattapat nimjirawat,jason young,matthew deane chanthavanij,inthira charoenpura,natharinee kanasoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,girls with balls,TV-MA,77 min,"Comedies, HorrorMovies, InternationalMovies",7.5,victor artus solaro,manon azem,louise blachã¨re,tiphaine daviot,margot dufrene,anne-solenne hatte,camille razat,dany verissimo-petit,denis lavant,aurã©lien cotentin,mathieu madã©nian,thomas vandenberghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,true tunes,TV-Y,1 Season,KidsTV,7.5,michela luci,jamie watson,eric peterson,anna claire bartlam,nicolas aqui,cory doran,julie lemieux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,free rein,TV-G,3 Seasons,"BritishTVShows, KidsTV, TVDramas",7.5,jaylen barron,manpreet bambra,celine buckens,freddy carter,caroline ford,natalie gumede,bruce herbelin-earle,noah huntley,kerry ingram,paul luebke,geoffrey mcgivern,navia ziraili robinson,milo twomey,carla woodcock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,belmonte,TV-MA,74 min,"Dramas, IndependentMovies, InternationalMovies",7.5,gonzalo delgado,olivia molinaro eijo,jeannette sauksteliskis,tomã¡s wahrmann,marã­a noel gutiã©rrez,marcelo fernã¡ndez borsari,alejandro castiglioni,cecilia caballero jeske,martã­n reyes,carolina penadã©s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,we are legends,TV-14,109 min,"Action_Adventure, InternationalMovies, SportsMovies",7.5,lam yiu-sing,ma chi wai,wiyona yeung,eric kot,yuen qiu,lisa cheng,jason li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the perfection,TV-MA,91 min,"HorrorMovies, LGBTQMovies, Music_Musicals",7.5,allison williams,logan browning,steven weber,alaina huffman,mark kandborg,graeme duffy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,rosario tijeras,TV-MA,2 Seasons,"CrimeTVShows, InternationalTvShows, Spanish_LanguageTVShows",7.5,bã¡rbara de regil,josã© marã­a de tavira,antonio gaona,hernã¡n mendoza,vanessa bauche,christian vasquez,josã© sefami,ariel lã³pez padilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,unchained fate,TV-14,1 Season,"InternationalTvShows, TVDramas, TVSci_Fi_Fantasy",7.5,lenna lim,jack tan,rickman chia,rabbit chen,kopi lim guo wei,agnes wang,allan toh,mandy chen,tan hau yen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,abyss,TV-14,1 Season,"CrimeTVShows, InternationalTvShows, KoreanTVShows",7.5,park bo-young,ahn hyo-seop,lee sung-jae,lee si-eon,han so-hee,kwon soo-hyun,kim sa-rang,ahn se-ha,yun yoo-sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the writer,TV-14,1 Season,"CrimeTVShows, InternationalTvShows, TVDramas",7.5,bassel khayyat,daniella rahme,nada abou farhat,nicolas daniel,gabriel yammine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,franco escamilla: bienvenido al mundo,TV-MA,54 min,StandUpComedy,7.5,franco escamilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,you vs. wild,TV-PG,1 Season,"KidsTV, RealityTV, Science _ Nature TV",7.5,bear grylls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,petta,TV-14,170 min,"Action_Adventure, Comedies, Dramas",7.5,rajnikanth,vijay sethupathi,m. sasikumar,nawazuddin siddiqui,trisha krishnan,simran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,charlie's colorforms city,TV-Y,1 Season,KidsTV,7.5,jacob soley,saara chaudry,tyler barish,zoe hatz,julie lemieux,joseph motiki,shoshana sperling,adrianna di liello,deann degruijter,stacey depass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,girl,R,106 min,"Dramas, InternationalMovies, LGBTQMovies",7.5,victor polster,arieh worthalter,oliver bodart,tijmen govaerts,katelijne damen,valentijn dhaenens,magali elali,alice de broqueville,chris thys,angelo tijssens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,radio rebel,TV-G,90 min,"Children_FamilyMovies, Comedies",7.5,debby ryan,sarena parmar,adam dimarco,merritt patterson,nancy robertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the drug king,TV-MA,139 min,"Dramas, InternationalMovies, Thrillers",7.5,song kang-ho,cho jung-seok,bae doona,kim so-jin,kim dae-myung,jo woo-jin,lee hee-jun,song young-chang,yoon je-moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the breaker upperers,TV-MA,82 min,"Comedies, IndependentMovies, InternationalMovies",7.5,madeleine sami,jackie van beek,james rolleston,celia pacquola,ana scotney,rima te wiata,carl bland,brett o'gorman,cohen holloway,jemaine clement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,soni,TV-MA,97 min,"Dramas, IndependentMovies, InternationalMovies",7.5,geetika vidya ohlyan,saloni batra,mohinder gujral,mohit chauhan,vikas shukla,gauri chakraborty,simrat kaur,dimple kaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,puriyatha puthir,TV-MA,120 min,"InternationalMovies, Thrillers",7.5,vijay sethupathi,gayathrie,mahima nambiar,arjunan,ramesh thilak,ranjith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,in family we trust,TV-MA,1 Season,"CrimeTVShows, InternationalTvShows, TVDramas",7.5,songsit roongnophakunsri,saksit tangtong,kathaleeya mcintosh,sopitnapa choompanee,apasiri nitibhon,phollawat manuprasert,nappon gomarachun,patravadi mejudhon,kejmanee wattanasin,supoj chancharoen,pimmara charoenpakdee,thanapob leeratanakajorn,kritsanapoom pibulsonggram,teeradon supapunpinyo,kongyingyong chonlathorn,lapat ngamchaweng,sivakorn adulsuttikul,paris intarakomalyasut,jackrin kungwankiatichai,vachirawich aranthanawong,sawanya paisarnpayak,kanyawee songmuang,pitisak yaowananon,chavalit chittanant,thaneth warakulnukroh,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,love @ seventeen,TV-14,1 Season,"InternationalTvShows, RomanticTVShows, TVDramas",7.5,lego lee,nikki hsin-ying hsieh,edison wang,amanda chou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,hymn of death,TV-14,1 Season,"InternationalTvShows, KoreanTVShows, RomanticTVShows",7.5,lee jong-suk,shin hye-sun,kim myeong-su,park seon-im,kim won-hae,hwang yeong-hee,lee ji-hoon,go bo-gyeol,shin jae-ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,5 star christmas,TV-14,96 min,"Comedies, InternationalMovies",7.5,massimo ghini,ricky memphis,martina stella,ralph palka,biagio izzo,riccardo rossi,paola minaccioni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,once a gangster,TV-MA,95 min,"Action_Adventure, Comedies, InternationalMovies",7.5,ekin cheng,jordan chan,alex fong,michelle ye,on-on yu,wilfred lau,conroy chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,el club de los insomnes,TV-MA,82 min,"Dramas, InternationalMovies",7.5,cassandra ciangherotti,leonardo ortizgris,alejandra ambrosi,alexandra de la mora,mã³nica dionne,sergio goyri,fernando becerril,humberto busto,marco mã©ndez,alejandra urdiaã­n,khristian clausen,fernando lujã¡n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,arjun: the warrior prince,TV-14,91 min,"Action_Adventure, Dramas, InternationalMovies",7.5,yudhveer bakoliya,ashok banthia,ravi khanwilkar,vijay kashyap,ila arun,sachin khedekar,rajeshwari sachdev,hemanth mahaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,dhoondte reh jaoge,TV-14,124 min,"Comedies, InternationalMovies, Music_Musicals",7.5,paresh rawal,kunal khemu,sonu sood,soha ali khan,johnny lever,dilip joshi,asrani,malay chakrabarty,razak khan,hrishitaa bhatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,baahubali: the beginning (english version),TV-14,138 min,"Action_Adventure, Dramas, InternationalMovies",7.5,prabhas,rana daggubati,anushka shetty,tamannaah bhatia,sathyaraj,nassar,ramya krishnan,sudeep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,adam sandler 100% fresh,TV-MA,74 min,StandUpComedy,7.5,adam sandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,how to get over a breakup,TV-MA,104 min,"Comedies, InternationalMovies, RomanticMovies",7.5,gisela ponce de leã³n,karina jordã¡n,jely reã¡tegui,andrã©s salas,christopher von uckermann,carlos carlã­n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,errementari: the blacksmith and the devil,TV-MA,99 min,"HorrorMovies, InternationalMovies, Sci_Fi_Fantasy",7.5,kandido uranga,uma bracaglia,eneko sagardoy,ramã³n agirre,josean bengoetxea,gotzon sã¡nchez,josã© ramã³n argoitia,gorka aguinagalde,iã±igo de la iglesia,aitor urtzelai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jatt james bond,TV-14,142 min,"Comedies, Dramas, InternationalMovies",7.5,gippy grewal,gurpreet guggi,zarine khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,transformers: rescue bots,TV-Y7,1 Season,KidsTV,7.5,lacey chabert,elan garfias,maurice lamarche,jason marsden,shannon mckain,steve blum,parvesh cheena,d.c. douglas,imari williams,levar burton,diamond white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
