type,title,rating,duration,listed_in,IMDb,c0,c1,c2,c3,c4,c5,c6
TV Show,india from above,TV_PG,1 Season,"Docuseries, Reality",7.6,dev patel,,,,,,
Movie,the greatest showman,PG,106 min,"Biographical, Drama, Family",7.6,hugh jackman,zac efron,michelle williams,rebecca ferguson,zendaya ,keala settle,
TV Show,wild cats of india,TV_PG,1 Season,"Animals_Nature, Docuseries, Family",7.6,james murray,,,,,,
Movie,howard,TV_PG,95 min,"Biographical, Documentary, Music",7.6,howard ashman,,,,,,
Movie,incredibles 2,PG,118 min,"Action, Adventure, Animation, Family",7.6,craig nelson,holly hunter,sarah vowell,huckleberry milner,catherine keener,eli fucile,
Movie,surviving the mount st. helens disaster,TV_PG,44 min,"Animals_Nature, Documentary",7.6,bill ratner,,,,,,
TV Show,what sam sees,TV_G,1 Season,"Animals_Nature, Docuseries, Family",7.6,sam peltz,,,,,,
Movie,the jungle book,PG,108 min,"Action, Adventure, ComingOfAge, Family",7.6,bill murray,ben kingsley,idris elba,lupita nyong'o,scarlett johansson,giancarlo esposito,
TV Show,tangled: the series,TV_Y7,3 Seasons,"Action, Adventure, Animation, Comedy",7.6,zachary levi,mandy moore,eden espinosa,clancy brown,,,
Movie,"lambert, the sheepish lion",TV_G,8 min,"Animation, Family",7.6,sterling holloway,,,,,,
Movie,the small one,TV_PG,25 min,"Animation, Family, Historical",7.6,sean marshall,william woodson,olan soulã©,joe higgins,gordon jump,hal smith,
TV Show,america's national parks,TV_14,1 Season,"Animals_Nature, Docuseries",7.6,c.t. taylor,,,,,,
Movie,destino,PG,6 min,"Animation, Family, Romance",7.6,dora luz,,,,,,
Movie,apollo: missions to the moon,TV_PG,95 min,"Documentary, Family, Historical",7.6,neil armstrong,buzz aldrin,,,,,
Movie,burn_e,TV_G,8 min,"Animation, Comedy, Family",7.6,angus maclane,tessa swigart,,,,,
TV Show,darkwing duck,TV_Y7,2 Seasons,"Action, Adventure, Animation, Kids",7.6,jim cummings,christine cavanaugh,terry mcgovern,frank welker,,,
TV Show,encore!,TV_14,1 Season,"Music, Reality",7.6,kristen bell,roger love,susan egan,ali stroker,stephen schwartz,,
TV Show,even stevens,TV_PG,3 Seasons,"Comedy, ComingOfAge, Kids",7.6,shia labeouf,christy romano,nick spano,tom virtue,donna pescow,,
Movie,into the okavango,TV_PG,94 min,"Action, Adventure, Animals_Nature, Documentary",7.6,steve boyes,dr. steve boyes,chris boyes,tumeletso setlabosha,gobonamang kgetho,adjany costa,
Movie,jack_jack attack,G,6 min,"Animation, Comedy, Family",7.6,bret parker,bud luckey,eli fucile,jason lee,,,
Movie,marvel studios' guardians of the galaxy vol. 2,PG_13,137 min,"Action, Adventure, Comedy, Sci_Fi",7.6,chris pratt,bradley cooper,vin diesel,pom klementieff,zoã« saldana,dave bautista,
Movie,moana,PG,108 min,"Action, Adventure, Animation, Family",7.6,auli'i cravalho,dwayne johnson,rachel house,temuera morrison,nicole scherzinger,jemaine clement,
Movie,pluto's christmas tree,TV_Y7,7 min,"Animation, Family, Kids",7.6,jimmy macdonald,pinto colvig,clarence nash,ruth clifford,dessie miller,,
Movie,science fair,PG,91 min,"Documentary, Family",7.6,anjali chadha,ryan folz,harsha paladugu,abraham riedel_mishaan,kashfia rahman,ivo zell,
Movie,snow white and the seven dwarfs,G,84 min,"Animation, Family, Fantasy",7.6,adriana caselotti,harry stockwell,lucille laverne,moroni olsen,billy gilbert,pinto colvig,
Movie,star wars: revenge of the sith (episode iii),PG_13,140 min,"Action, Adventure, Sci_Fi",7.6,ewan mcgregor,natalie portman,hayden christensen,ian mcdiarmid,frank oz,jimmy smits,
TV Show,talespin,TV_G,1 Season,"Action, Adventure, Animation, Kids",7.6,charlie adler,jim cummings,ed gilbert,chuck mccann,alan roberts,sally struthers,
Movie,the little mermaid,G,86 min,"Animation, Family, Fantasy",7.6,renã© auberjonois,christopher barnes,jodi benson,pat carroll,paddi edwards,buddy hackett,
Movie,the muppet movie,G,95 min,"Action, Adventure, Comedy, Family",7.6,jim henson,frank oz,jerry nelson,richard hunt,dave goelz,charles durning,
TV Show,the new adventures of winnie the pooh,TV_Y,4 Seasons,"Animation, Kids",7.6,jim cummings,paul winchell,john fiedler,ken sansome,tim hoskins,patty paris,
Movie,waking sleeping beauty,PG,87 min,Documentary,7.6,don hahn,ron clements,roy disney,glen keane,jeffrey katzenberg,roger allers,
Movie,brave little tailor,TV_PG,9 min,"Action, Adventure, Animation, Comedy",7.6,walt disney,marcelite garner,eddie holden,,,,
Movie,get a horse!,G,7 min,"Action, Adventure, Animation, Comedy",7.5,walt disney,marcellite garner,russi taylor,billy bletcher,will ryan,bob bergen,
Movie,megacity of the maya warriors,TV_PG,44 min,Documentary,7.5,albert lin,,,,,,
Movie,the most magical story on earth: 50 years of walt disney world,TV_PG,85 min,"Family, Variety",7.5,whoopi goldberg,christina aguilera,halle bailey,orlando philharmonic orchestra,anthony anderson,tom brady,
TV Show,drain the oceans,TV_PG,4 Seasons,"Docuseries, Historical",7.5,russell boulter,,,,,,
TV Show,drain the oceans: the mississippi river & arctic war,TV_14,1 Season,"Docuseries, Historical",7.5,kerry shale,,,,,,
Movie,playing with sharks,TV_14,91 min,"Animals_Nature, Biographical, Documentary",7.5,valerie taylor,dr. sylvia earle,jeremiah sullivan,wendy benchley,jean michel cousteau,michele hall,
Movie,"miraculous world: shanghai, the legend of ladydragon",TV_Y7_FV,54 min,"Animation, Fantasy",7.5,"cristina 'vee"" valenzuela",bryce papenbrook,keith silverstein,carrie keranen,todd haberkorn,max mittelman,
Movie,luca,PG,101 min,"Animation, Buddy, ComingOfAge",7.5,jacob tremblay,jack dylan grazer,emma berman,maya rudolph,marco barricelli,jim gaffigan,
TV Show,big shot,TV_PG,1 Season,"Comedy, Drama, Sports",7.5,john stamos,jessalyn gilsig,yvette nicole brown,richard robichaux,sophia mitri schloss,nell verlaque,
Movie,disney my music story: yoshiki,TV_PG,48 min,"Biographical, Documentary, Music",7.5,yoshiki,,,,,,
Movie,"miraculous world: new york, united heroez",TV_Y7_FV,60 min,"Action, Adventure, Animation, Fantasy",7.5,cristina vee,bryce papenbrook,keith silverstein,carrie keranen,selah victor,sabrina weisz,
Movie,toy story of terror!,TV_G,22 min,"Animation, Comedy, Family",7.5,tom hanks,tim allen,joan cusack,carl weathers,stephen tobolowsky,timothy dalton,
Movie,clouds,PG_13,122 min,"Biographical, Drama, Music",7.5,fin argus,sabrina carpenter,madison iseman,neve campbell,tom scott,lil rel howery,
TV Show,wild chile,TV_PG,1 Season,"Animals_Nature, Docuseries, Family",7.5,peter venn,,,,,,
TV Show,japan: between earth and sky,TV_PG,1 Season,"Animals_Nature, Docuseries",7.5,bray poor,,,,,,
Movie,out,PG,12 min,"Animation, Family, Fantasy",7.5,bernadette sullivan,kyle mcdaniel,caleb cabrera,matthew martin,,,
TV Show,unlikely animal friends,TV_G,3 Seasons,"Animals_Nature, Docuseries, Family",7.5,mark keller,,,,,,
TV Show,chip 'n dale's rescue rangers,TV_G,1 Season,"Action, Adventure, Animation, Comedy",7.5,corey burton,peter cullen,jim cummings,tress macneille,,,
TV Show,disney milo murphy's law,TV_Y7,2 Seasons,"Action, Adventure, Animation, Comedy",7.5,al yankovic,sabrina carpenter,mekai curtis,,,,
TV Show,disney's adventures of the gummi bears,TV_Y7,6 Seasons,"Action, Adventure, Animation, Fantasy",7.5,bill scott,christian jacobs,brett johnson,david faustino,paul winchell,jason marsden,
Movie,disneyland around the seasons (walt disney's wonderful world of color: 1961_69),TV_PG,51 min,"Documentary, Family, Variety",7.5,walt disney,,,,,,
Movie,disneynature african cats,G,90 min,"Animals_Nature, Documentary, Family",7.5,samuel jackson,,,,,,
Movie,expedition mars: spirit & opportunity,TV_PG,88 min,Documentary,7.5,bray poor,,,,,,
Movie,frozen,PG,105 min,"Animation, Family, Fantasy",7.5,kristen bell,idina menzel,jonathan groff,josh gad,santino fontana,alan tudyk,
TV Show,lego star wars: droid tales,TV_Y7,1 Season,"Action, Adventure, Animation, Comedy",7.5,tom kane,anthony daniels,trevor devall,kirby morrow,sam vincent,michael donovan,
Movie,marvel studios' doctor strange,PG_13,116 min,"Action, Adventure, Fantasy, Superhero",7.5,benedict cumberbatch,chiwetel ejiofor,rachel mcadams,benedict wong,michael stuhlbarg,benjamin bratt,
TV Show,out of the box,TV_G,3 Seasons,Kids,7.5,vivian bayubay,tony james,jill schackner,aleisha allen,cece cortes,nicholas eng,
Movie,pinocchio,G,90 min,"Animation, Family, Fantasy",7.5,dickie jones,christian rub,cliff edwards,evelyn venable,walter catlett,charles judels,
Movie,saving mr. banks,PG_13,129 min,"Biographical, Drama, Historical",7.5,emma thompson,tom hanks,colin farrell,paul giamatti,jason schwartzman,bradley whitford,
Movie,starstruck,TV_G,81 min,"Comedy, ComingOfAge, Music",7.5,sterling knight,danielle campbell,maggie castle,brandon smith,chelsea staub,beth littleford,
Movie,steamboat willie,TV_Y7,8 min,"Animation, Family, Kids",7.5,walt disney,,,,,,
Movie,the many adventures of winnie the pooh,TV_Y,75 min,"Animation, Kids, Musical",7.5,sebastian cabot,junius matthews,barbara luddy,howard morris,john fiedler,ralph wright,
Movie,three little pigs,TV_Y7,9 min,"Animation, Family, Kids",7.5,billy bletcher,pinto colvig,dorothy compton,mary moder,,,
Movie,thru the mirror,TV_G,10 min,"Animation, Comedy, Family",7.5,walt disney,marcelite garner,sonny dawson,,,,
Movie,toy story toons: partysaurus rex,G,9 min,"Animation, Comedy, Family",7.5,tom hanks,tim allen,wallace shawn,corey burton,tony cox,don fullilove,
Movie,tru confessions,TV_G,83 min,"ComingOfAge, Drama",7.5,shia labeouf,clara bryant,william mcguire,nicole dicker,kevin duhaney,yani gellman,
TV Show,wild yellowstone,TV_PG,1 Season,"Animals_Nature, Docuseries, Travel",7.5,bart thomasson,,,,,,
Movie,shang_chi and the legend of the ten rings,PG_13,134 min,"Action, Adventure, Fantasy, Superhero",7.4,simu liu,awkwafina,tony leung,michelle yeoh,meng'er zhang,ben kingsley,
Movie,"mcfarland, usa",PG,131 min,"Drama, Sports",7.4,kevin costner,maria bello,morgan saylor,martha higareda,michael aguero,sergio avelar,
Movie,x_men,PG_13,105 min,"Action, Adventure, Family, Sci_Fi",7.4,patrick stewart,hugh jackman,ian mckellen,halle berry,famke janssen,james marsden,
Movie,the little prince(ss),PG,19 min,Drama,7.4,kalo moss,ching yin ryan hu,evan lai,brian yang,lynn chen,danni wang,
TV Show,spider_man,TV_Y7,5 Seasons,"Action, Adventure, Animation, Kids",7.4,christopher daniel barnes,edward asner,linda gray,rodney saulsberry,liz georges,saratoga ballantine,
Movie,petra: secrets of the ancient builders,TV_G,45 min,"Documentary, Historical",7.4,bert morris,,,,,,
TV Show,gathering storm,TV_PG,1 Season,"Animals_Nature, Docuseries",7.4,tucker mcdougall,,,,,,
Movie,x2,PG_13,134 min,"Action, Adventure, Family, Sci_Fi",7.4,patrick stewart,hugh jackman,ian mckellen,halle berry,famke janssen,james marsden,
Movie,the liberty story,TV_PG,48 min,"Drama, Family, Historical",7.4,walt disney,,,,,,
Movie,dolphin reef,G,78 min,"Animals_Nature, Documentary, Family",7.4,natalie portman,,,,,,
Movie,onward,PG,103 min,"Action, Adventure, Animation, Comedy",7.4,tom holland,chris pratt,julia louis_dreyfus,octavia spencer,mel rodriguez,kyle bornheimer,
TV Show,year million,TV_PG,1 Season,"Docuseries, Sci_Fi",7.4,laurence fishburne,,,,,,
Movie,deep blue,G,91 min,"Animals_Nature, Documentary, Family",7.4,pierce brosnan,,,,,,
Movie,disneynature wings of life,G,81 min,"Animals_Nature, Documentary, Family",7.4,meryl streep,,,,,,
TV Show,lego star wars: the freemaker adventures,TV_Y7,2 Seasons,"Action, Adventure, Animation, Comedy",7.4,matt sloan,trevor devall,greg baldwin,michael daingerfield,vanessa lengies,grey griffin,
Movie,lego star wars:â the new yoda chronicles â€“ duel of the skywalkers,TV_Y7,24 min,"Action, Adventure, Animation, Comedy",7.4,tom kane,anthony daniels,matt sloan,trevor devall,kirby morrow,sam vincent,
Movie,miracle,PG,137 min,"Drama, Historical, Sports",7.4,kurt russell,patricia clarkson,noah emmerich,sean mccann,kenneth welsh,eddie cahill,
Movie,phineas and ferb the movie: across the 2nd dimension,TV_G,79 min,"Action, Adventure, Animation, Comedy",7.4,vincent martella,ashley tisdale,thomas brodie_sangster,caroline rhea,richard o'brien,dan povenmire,
Movie,pollyanna,G,135 min,"ComingOfAge, Drama, Family",7.4,jane wyman,richard egan,karl malden,nancy olson,adolphe menjou,donald crisp,
Movie,queen of katwe,PG,125 min,"Biographical, Drama, Sports",7.4,david oyelowo,lupita nyong'o,madina nalwanga,martin kabanza,taryn kyaze,esther tebandeke,
Movie,rileyâ€™s first date?,G,8 min,"Animation, Comedy, ComingOfAge",7.4,lori alan,carlos alazraqui,lewis black,josh cooley,ben cox,kaitlyn dias,
Movie,secrets of life,TV_PG,70 min,"Animals_Nature, Documentary, Family",7.4,winston hibler,,,,,,
Movie,the emperor's new groove,G,82 min,"Action, Adventure, Animation, Family",7.4,david spade,john goodman,eartha kitt,patrick warburton,wendie malick,eli linnetz,
Movie,the greatest game ever played,PG,122 min,"Biographical, Sports",7.4,shia labeouf,stephen dillane,peter firth,elias koteas,stephen marcus,josh flitter,
Movie,the living desert,G,69 min,"Animals_Nature, Documentary, Family",7.4,winston hibler,,,,,,
TV Show,the muppets (series),TV_PG,1 Season,Comedy,7.4,bill barretta,dave goelz,eric jacobson,peter linz,david rudman,matt vogel,
TV Show,smart guy,TV_G,3 Seasons,"Comedy, ComingOfAge, Kids",7.4,tahj mowry,john jones,jason weaver,essence atkins,,,
TV Show,olaf presents,TV_PG,1 Season,"Animation, Family",7.3,josh gad,,,,,,
Movie,cruella,PG_13,137 min,"Crime, Drama",7.3,emma stone,emma thompson,joel fry,paul walter hauser,emily beecham,kirby howell_baptiste,
Movie,marvel one_shot: all hail the king,TV_14,14 min,"Comedy, Drama, Thriller",7.3,ben kingsley,scoot mcnairy,lester speight,sam rockwell,matt gerald,allen maldonado,
Movie,raya and the last dragon,PG,112 min,"Action, Adventure, Animation, Family",7.3,kelly marie tran,awkwafina ,izaac wang,gemma chan,daniel dae kim,benedict wong,
TV Show,big city greens,TV_Y7,2 Seasons,"Action, Adventure, Animation, Comedy",7.3,chris houghton,marieve herington,bob joles,artemis pebdani,,,
TV Show,wander over yonder,TV_Y7,2 Seasons,Comedy,7.3,jack mcbrayer,april winchell,keith ferguson,tom kenny,,,
TV Show,mexico untamed,TV_PG,1 Season,"Animals_Nature, Docuseries",7.3,juan monsalvez,,,,,,
Movie,wild uganda,TV_PG,45 min,"Animals_Nature, Documentary",7.3,russell boulter,,,,,,
TV Show,wild nordic,TV_PG,1 Season,"Animals_Nature, Docuseries, Reality",7.3,dan nachtrab,,,,,,
Movie,ultimate viking sword,TV_PG,45 min,"Documentary, Historical",7.3,jay sanders,,,,,,
Movie,prep & landing: naughty vs. nice,TV_G,23 min,"Animation, Family, Fantasy",7.3,dave foley,derek richardson,sarah chalke,rob riggle,chris parnell,w. sheppard,
Movie,mr. holland's opus,PG,143 min,"Drama, Music",7.3,richard dreyfuss,glenne headly,jay thomas,w.h. macy,alicia witt,jean kelly,
TV Show,kingdom of the mummies,TV_14,1 Season,"Docuseries, Historical, Reality",7.3,kerry shale,,,,,,
Movie,a pre_opening report from disneyland,TV_PG,55 min,"Documentary, Family, Historical",7.3,walt disney,winston hibler,,,,,
Movie,the mouseketeers at walt disney world,TV_PG,56 min,"ComingOfAge, Drama, Family",7.3,jo worley,ronnie schell,dennis underwood,leslie norris,billy attmore,scott craig,
Movie,tarzan,G,93 min,"Action, Adventure, Animation, ComingOfAge",7.3,tony goldwyn,minnie driver,glenn close,alex linz,rosie o'donnell,brian blessed,
TV Show,tut's treasures: hidden secrets,TV_PG,1 Season,"Docuseries, Historical",7.3,mark bazeley,,,,,,
Movie,on ice,TV_G,9 min,"Animation, Comedy, Family",7.3,pinto colvig,walt disney,marcellite garner,,,,
Movie,marvel studios' black panther,PG_13,137 min,"Action, Adventure, Sci_Fi, Superhero",7.3,chadwick boseman,michael jordan,lupita nyong'o,danai gurira,martin freeman,daniel kaluuya,
TV Show,continent 7: antarctica,TV_PG,1 Season,"Action, Adventure, Animals_Nature, Docuseries",7.3,chris browning,,,,,,
Movie,10 things i hate about you,PG_13,98 min,"Comedy, ComingOfAge, Romance",7.3,heath ledger,julia stiles,joseph gordon_levitt,larisa oleynik,david krumholtz,andrew keegan,
Movie,breaking2,TV_PG,55 min,"Documentary, Sports",7.3,lelisa desisa,eliud kipchoge,zersenay tadese,,,,
Movie,disneynature bears,G,78 min,"Animals_Nature, Documentary, Family",7.3,john reilly,,,,,,
Movie,disneynature crimson wing,G,78 min,"Animals_Nature, Documentary, Family",7.3,mariella frostrup,,,,,,
Movie,eight below,PG,122 min,"Action, Adventure, Animals_Nature, Drama",7.3,paul walker,bruce greenwood,moon bloodgood,wendy crewson,gerard plunkett,august schellenberg,
Movie,finding dory,PG,98 min,"Action, Adventure, Animation, Comedy",7.3,ellen degeneres,albert brooks,ed o'neill,kaitlin olson,hayden rolence,ty burrell,
Movie,hercules,G,98 min,"Action, Adventure, Animation, Comedy",7.3,tate donovan,joshua keaton,roger bart,danny devito,james woods,susan egan,
Movie,lilo & stitch,TV_PG,86 min,"Action, Adventure, Animation, Family",7.3,daveigh chase,christopher sanders,tia carrere,david ogden stiers,kevin mcdonald,ving rhames,
Movie,marvel studios: assembling a universe,TV_PG,43 min,"Action, Adventure, Documentary, Superhero",7.3,jeff mcneil,meghan leon,jason hillhouse,robert downey jr.,clark gregg,jon favreau,
Movie,marvel studios' ant_man,PG_13,119 min,"Action, Adventure, Comedy, Sci_Fi",7.3,paul rudd,evangeline lilly,corey stoll,bobby cannavale,michael peã±a,tip harris,
Movie,marvel studios' avengers: age of ultron,PG_13,143 min,"Action, Adventure, Sci_Fi, Superhero",7.3,robert downey jr.,chris hemsworth,mark ruffalo,chris evans,scarlett johansson,jeremy renner,
TV Show,marvel's guardians of the galaxy (series),TV_Y7,3 Seasons,"Action, Adventure, Animation, Kids",7.3,will friedle,trevor devall,kevin richardson,vanessa marshall,david sobolov,,
Movie,monsters university,G,104 min,"Animation, Buddy, Comedy",7.3,billy crystal,john goodman,steve buscemi,helen mirren,peter sohn,joel murray,
Movie,old yeller,G,84 min,"Animals_Nature, Drama, Family",7.3,dorothy mcguire,fess parker,jeff york,chuck connors,beverly washburn,tommy kirk,
Movie,pirates of the caribbean: dead man's chest,PG_13,152 min,"Action, Adventure, Fantasy",7.3,johnny depp,orlando bloom,keira knightley,stellan skarsgã¥rd,bill nighy,jack davenport,
Movie,simpsons movie,PG_13,88 min,"Action, Adventure, Animation, Comedy",7.3,dan castellaneta,julie kavner,nancy cartwright,yeardley smith,harry shearer,hank azaria,
